No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
200;1;Jl. Sinyar 9;DURI PULO;Pendamping Jakpreneur harus lebih aktif lagi;Usulan Kegiatan;Divalidasi
201;1;Jl. Sinyar 8;DURI PULO;Pelatihan Kerja lebih dikembangkan;Usulan Kegiatan;Divalidasi
202;1;Jl. Serdang Baru I;SERDANG;Masalah umur di PPDB tolong dikaji ulang;Usulan Kegiatan;Divalidasi
203;1;Jl. Serdang Baru I;SERDANG;Kuota KJP ditambah;Usulan Kegiatan;Divalidasi
204;1;Jl. Serdang Baru I;SERDANG;Kebijakan ERP ditinjau kembali;Usulan Kegiatan;Divalidasi
205;1;Jl. Kwini 10;SENEN;Sosialisasi Jakpreneur;Usulan Kegiatan;Divalidasi
206;1;Jl. Kwini 9;SENEN;Rapihkan UMKM JP39;Usulan Kegiatan;Divalidasi
207;1;Jl. Kwini 8;SENEN;Bantuan untuk Ojek Pangkalan didepan atrium senen;Usulan Kegiatan;Divalidasi
208;1;Jl. Kembang I;KWITANG;Permintaan pengadaan Gerobak sampah di RW.01;Usulan Kegiatan;Divalidasi
209;1;Jl. Kembang I;KWITANG;Melanjutkan tanggul di bantaran kali RW.;Usulan Kegiatan;Divalidasi
210;1;Jl. Kembang I;KWITANG;CCTV untuk program keamanan;Usulan Kegiatan;Divalidasi
211;1;Jl. M. Tohir;KEBON KOSONG;Masalah tarif di lantai dasar, warga dalam kondisi cemas bicaranya penataan kampung, bahwa nanti yang pindah ke rusun dapat tempat usaha dilantai dasar, tapi lama-lama apa yang dijanjikan jauh dari harapan, lantai dasar ditentukan oleh PPKK muncul masalah BLU (badan layanan umum);Tanggapan;Divalidasi
212;1;Jl. M. Tohir;KEBON KOSONG;Harga PBB rusun kami disamakan dengan apartemen, mohon jembatani permasalahan kami kepada pihak PPKK;Tanggapan;Divalidasi
213;1;Jl. M. Tohir;KEBON KOSONG;4 rumah susun dikemayoran, Rusun Conver, Dakota, Boing, Apron ada beberapa hal salah satunya banyak usulan musrenbang yang tidak pernah terealisasi.;Tanggapan;Divalidasi
214;1;Jl. Gg. Moh. Ali 4;TANAH TINGGI;Dapat bantuan BNPT tapi sudah beberapa bulan saldonya tidak ada, mohon dibantu;Usulan Kegiatan;Divalidasi
215;1;Jl. Gg. Moh. Ali 3;TANAH TINGGI;Ingin mengajukan KJP, mohon di damping;Usulan Kegiatan;Divalidasi
216;1;Jl. Gg. Moh. Ali 2;TANAH TINGGI;Dana operasioanl RT/RW usul agar dinaikkan;Usulan Kegiatan;Divalidasi
217;1;Jl. Gg. Moh. Ali 1;TANAH TINGGI;Usulan agar perekrutan FKDM maksimal 50 Tahun dan naikkan gaji FKDM;Usulan Kegiatan;Divalidasi
218;1;Jl. Listrik 5 dalam;KWITANG;Posyandu tidak dapat honor, tetapi hanya dapat biaya operasional 300 ribu. Usul agar kader-kader posyandu bisa mendapatkan honor.;Usulan Kegiatan;Divalidasi
219;1;Jl. Listrik 5 dalam;KWITANG;Minta disediakan satu panggung saat car free day untuk acara sanggar pinggiran, ada sekitar 6 orang anak nama kelompoknya sanggar lenong;Usulan Kegiatan;Divalidasi
220;1;Jl. Listrik 5 dalam;KWITANG;Permohonan penyediaan Gerobak Sampah di wilayah RW.06;Usulan Kegiatan;Divalidasi
221;1;Jl. Listrik 5 dalam;KWITANG;Naikkan Kembali operasional RT/RW;Usulan Kegiatan;Divalidasi
222;1;Jl. Setiakawan Raya;DURI PULO;Bantuan sosial setiap RW ditambah, banyak yang memohon meminta agar kuotanya ditambah;Usulan Kegiatan;Divalidasi
223;1;Jl. Setiakawan Raya;DURI PULO;Masalah sembako KJP Plus Pasar Jaya mohon diperluas lagi wilayah, kalau bisa didekat wilayah duri pulo, antrian online masih ada kurangnya, areanya sedikit;Usulan Kegiatan;Divalidasi
224;1;Jl. Setiakawan Raya;DURI PULO;Gedung sekretariat RW, hampir rubuh, mohon bantu untuk direnovasi;Usulan Kegiatan;Divalidasi
225;1;Jl. Setiakawan Raya;DURI PULO;Untuk diklat gratis di dinas tenaga kerja mohon areanya di pesempit, jadi Masyarakat yang ingin ikut diklat tidak kejauhan;Usulan Kegiatan;Divalidasi
226;1;Jl. Setiakawan Raya;DURI PULO;UMKM di RW.08 banyak pedagang yang bukan berasal dari duri pulo;Tanggapan;Divalidasi
227;1;Jl. Setiakawan Raya;DURI PULO;Penerimaan PPSU tolong yang diutamakan warga disekitar dulu;Usulan Kegiatan;Divalidasi
228;1;Jl. Kramat III;KWITANG;Uang operasional posyandu mohon dinaikkan;Usulan Kegiatan;Divalidasi
229;1;Jl. Kramat III;KWITANG;Alat-alat Kesehatan untuk posyandu seperti tensi, cek gula darah dan lainnya mohon disediakan agar tidak bolak-balik pinjam terus ke puskesmas.;Usulan Kegiatan;Divalidasi
230;1;Jl. Kramat III;KWITANG;Tempelate musrenbang sudah 2 periode tidak ada perubahan;Tanggapan;Divalidasi
231;1;Jl. Kramat III;KWITANG;Operasional RT;Usulan Kegiatan;Divalidasi
232;1;Jl. Prapatan I;SENEN;Pembagian sembako KJP Plus, mohon dievaluasi, banyak warga yang kejauhan, kalau bisa titiknya ditambah;Saran;Divalidasi
233;1;Jl. Prapatan I;SENEN;Honor untuk kader di wilayah, seperti dasawisma, jumantik, posyandu dan posbindu;Usulan Kegiatan;Divalidasi
234;1;Jl. Prapatan I;SENEN;Kuota KJP Kenapa berkurang bukan malah ditambah;Tanggapan;Divalidasi
235;1;Jl. Prapatan I;SENEN;Operasional RT;Usulan Kegiatan;Divalidasi
236;1;Jl. Kartini X;KARTINI;Alat Kesehatan untuk Posyandu dan Posbindu;Usulan Kegiatan;Divalidasi
237;1;Jl. Kartini X;KARTINI;Menghilangkan syarat Zonasi di jalur afirmasi PPDB;Usulan Kegiatan;Divalidasi
238;1;Jl. Kartini X;KARTINI;Pendampingan pendaftaran Jakpreneur;Usulan Kegiatan;Divalidasi
239;1;Jl. Kartini X;KARTINI;Operasional RT;Usulan Kegiatan;Divalidasi
240;1;Cempaka Putih Timur;CEMPAKA PUTIH TIMUR;Penertiban Parkir Kendaraan di depan SMPN 47;Usulan Kegiatan;Divalidasi
241;1;Cempaka Putih Timur;CEMPAKA PUTIH TIMUR;Penanganan sampah pada saat libur idul fitri di RW.002 Kel. Cempaka Putih Timur;Usulan Kegiatan;Divalidasi
242;1;Cempaka Putih Timur;CEMPAKA PUTIH TIMUR;Usulan Kesejahteraan Guru Swasta;Usulan Kegiatan;Divalidasi
243;1;Gunung Sahari Utara;GUNUNG SAHARI UTARA;Relokasi UKM Jl. GSU VIII;Usulan Kegiatan;Divalidasi
244;1;Gunung Sahari Utara;GUNUNG SAHARI UTARA;Bantuan Tebus Ijazah di SMK Taman Siswa;Usulan Kegiatan;Divalidasi
245;1;Gunung Sahari Utara;GUNUNG SAHARI UTARA;Evaluasi System PPDB di DKI Jakarta;Saran;Divalidasi
246;1;Gunung Sahari Selatan;GUNUNG SAHARI SELATAN;Pemasangan lampu penerang jalan sisi rel KA;Usulan Kegiatan;Divalidasi
247;1;Gunung Sahari Selatan;GUNUNG SAHARI SELATAN;Usulan Pembangunan Puskesmas Kel. GSS;Usulan Kegiatan;Divalidasi
248;1;Galur;GALUR;Usulan Pergub masa jabatan LMK menjadi 5 Tahun;Saran;Divalidasi
249;1;Galur;GALUR;Usulan tambahan uang OP utk Posyandu;Usulan Kegiatan;Divalidasi
250;1;Kel. Kramat;KRAMAT;Pembangunan Lapangan Bulu Tangkis di RW.008;Usulan Kegiatan;Divalidasi
251;1;Kel. Kramat;KRAMAT;Penamban Sekolah SMA Negeri di Kec. Senen;Usulan Kegiatan;Divalidasi
252;1;Harapan Mulia;HARAPAN MULIA;Evaluasi System PPDB di DKI Jakarta;Saran;Divalidasi
253;1;Harapan Mulia;HARAPAN MULIA;Perbaikan Jalan & Saluran (sudah pernah disurvey) wilayah RW.004;Usulan Kegiatan;Divalidasi
254;1;Kel. Kartini;KARTINI;Permasalahan KJP banyak yang diputus;Tanggapan;Divalidasi
255;1;Kel. Kartini;KARTINI;Pengadaan meja panjang posyandu;Usulan Kegiatan;Divalidasi
256;1;Kel. Petamburan;PETAMBURAN;Pengadaan Mobil Pemadam Kebakaran per RW;Saran;Divalidasi
257;1;Kel. Petamburan;PETAMBURAN;Pengadaan Septic Tank untuk warga;Usulan Kegiatan;Divalidasi
258;1;Kel. Petamburan;PETAMBURAN;Pengolahan sampah jadi tenaga listrik;Usulan Kegiatan;Divalidasi
259;1;Kel. Petamburan;PETAMBURAN;Penambahan kuota KLJ;Usulan Kegiatan;Divalidasi
260;1;JL TANAH ABANG I/29 RT 007/007;PETOJO SELATAN;Pelatihan Guru Paud;Usulan Kegiatan;Divalidasi
261;1;JL TANAH ABANG I/29 RT 007/007;PETOJO SELATAN;Pengajuan Perpustakaan;Usulan Kegiatan;Divalidasi
262;1;JL TANAH ABANG I/29 RT 007/007;PETOJO SELATAN;Pengajuan Ijasah yang belum ditebus;Usulan Kegiatan;Divalidasi
263;1;Kel. Petamburan;PETAMBURAN;Antrian Sembako KJP;Tanggapan;Divalidasi
264;1;Kel. MENTENG;MENTENG;Pemeliharaan turab kali / pengecetan;Usulan Kegiatan;Divalidasi
265;1;Kel. MENTENG;MENTENG;Kartu Jakarta Pintar;Usulan Kegiatan;Divalidasi
266;1;Kel. MENTENG;MENTENG;Pemeliharaan Pohon Besar;Usulan Kegiatan;Divalidasi
267;1;KALIBARU TIMUR GG III NO.9;BUNGUR;PEMBENTUKAN SEKOLAH KRATIF;Usulan Kegiatan;Divalidasi
268;1;KALIBARU TIMUR GG V NO.17;BUNGUR;PENGADAAN RUANG RPTRA WILAYAH RW.05;Usulan Kegiatan;Divalidasi
269;1;RASA MULYA;BUNGUR;PELATIHAN KERJA;Usulan Kegiatan;Divalidasi
270;1;UTAN PANJANG 3;UTAN PANJANG;STABILTASKAN HARGA BAHAN POKOK;Usulan Kegiatan;Divalidasi
271;1;KEMAYORAN UNG NO.53;UTAN PANJANG;LINDUNGI OJOL DENGAN MEMBUAT PAYUNG HUKUM NYA;Usulan Kegiatan;Divalidasi
272;1;UTAN PANJANG;UTAN PANJANG;PELATIHAN UMKM DI TINGKATKAN;Usulan Kegiatan;Divalidasi
273;1;UTAN PANJANG NO.10;UTAN PANJANG;UNTUK KJP ANAK2X DI DTKS HILANG DATANYA;Tanggapan;Divalidasi
274;1;TANAH TINGGI II;TANAH TINGGI;PENINGKATAN USAHA UMKM DALAM MODAL;Usulan Kegiatan;Divalidasi
275;1;KRAMAT PULO GUNDUL NO.229;TANAH TINGGI;BANTUAN PENDIDIKAN UNTUK YANG TIDAK DAPAT KJP;Usulan Kegiatan;Divalidasi
276;1;TANAH TINGGI;TANAH TINGGI;AGAR MNGEMBALIKAN BANTUAN LANSIA MENJADI 600RB;Usulan Kegiatan;Divalidasi
277;1;CEMPAKA PUTIH TENGAH 23 NO.35;CEMPAKA PUTIH TIMUR;PENGAMBILAN SEMBAKO KJP SEKARANG SUSAH KHUSUSNYA DI CEMPAKA PUTIH TIMUR;Tanggapan;Divalidasi
278;1;CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;MODAL USAHA DAGANG TANPA BUNGA YG MENCEKIK;Usulan Kegiatan;Divalidasi
279;1;CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;PENDISTRIBUSIAN SEMBAKO KJP HANYA DIKECAMATAN SAJA DAN BARANGNYA TERBATAS;Usulan Kegiatan;Divalidasi
280;1;JL. CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;MODAL USAHA DAGANG;Usulan Kegiatan;Divalidasi
281;1;JL. KRAMAT PULO DALAM II gg 22 NO. C/43;KRAMAT;MODAL USAHA DAGANG;Usulan Kegiatan;Divalidasi
282;1;JL. KRAMAT PULO DALAM II LG 18;KRAMAT;SEMBAKO MURAH;Usulan Kegiatan;Divalidasi
283;1;KRAMAT SENTIONG;KRAMAT;INFO TENTANG PELATIHAN TIDAK SAMPAI KE MASYARAKAT BAWAH;Tanggapan;Divalidasi
284;1;PETAMBURAN 2;PETAMBURAN;PENGAKTIFAN DAN PENGGIATAN DINAS KEBERSIHAN DAN PERTAMANAN KARENA SUDAH PADA LAYU;Usulan Kegiatan;Divalidasi
285;1;PETAMBURAN 2;PETAMBURAN;DIBUATKANNYA SEKOLAH SMU / SMK KHUSUS DIPETAMBURAN;Usulan Kegiatan;Divalidasi
286;1;PETAMBURAN 2;PETAMBURAN;HARGA SEMBOKA DITURUNKAN;Usulan Kegiatan;Divalidasi
287;1;PETAMBURAN 2;PETAMBURAN;BANYAK NYA DIBUKA LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
288;1;PETAMBURAN 2;PETAMBURAN;MOHON MORAL ANAK MUDA DISELAMATKAN KARENA PERGAULAN BEBAS;Usulan Kegiatan;Divalidasi
289;1;PETAMBURAN 2;PETAMBURAN;PTSL DILANJUTKAN KEMBALI;Usulan Kegiatan;Divalidasi
290;1;TN. RENDAH VI NO.20;KAMPUNG BALI;MODAL USAHA YG MEMUDAHKAN PEDAGANG;Usulan Kegiatan;Divalidasi
291;1;TANAH RENDAH V;KAMPUNG BALI;BANYAK NYA DIBUKA LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
292;1;TANAH RENDAH V NO.16;KAMPUNG BALI;MODAL UNTUK PARA PEDAGANG;Usulan Kegiatan;Divalidasi
293;1;BALIKPAPAN II/2B;PETOJO UTARA;MOHON PERBAIKI MORAL DAN AKHLAK PARA PEMUDA;Saran;Divalidasi
294;1;BALIKPAPAN 3/24;PETOJO UTARA;MOHON DI EVALUASI SEGALA BENTUK BANTUAN SOSIAL YG TIDAK TEPAT SASARAN;Usulan Kegiatan;Divalidasi
295;1;BALIKPAPAN III;PETOJO UTARA;BANYAK NYA DIBUKA LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
296;1;PRAPATAN BARU NO.26;SENEN;MOHON DIDIRIKAN MCK KHUSUS WARGA MISKIN YG TIDAK PUNYA KAMAR MANDI;Usulan Kegiatan;Divalidasi
297;1;PRAPATAN BARU NO.12;SENEN;AGAR KJP BISA DICAIRKAN SEPERTI PERIODE LALU FULL DAPAT UANG;Saran;Divalidasi
298;1;PRAPATAN BORIS NO.38;SENEN;KARANG TARUNALEBIH DIPERHATIKAN LAGI;Usulan Kegiatan;Divalidasi
299;1;PRAPATAN;SENEN;AGAR PDAM MASUK KE WILAYAH KAMI PRAPATAN;Usulan Kegiatan;Divalidasi
300;1;RAWA TENGAH;GALUR;PERBAIKAN JALAN UMUM DI WILAYAH RW.07;Usulan Kegiatan;Divalidasi
301;1;RAWA TENGAH;GALUR;JANGAN DIPERSULIT UNTUK MENDAPATKAN BPJS GRATIS UNTUK BEROBAT ATAU DIRAWAT;Saran;Divalidasi
302;1;RAWA TENGAH;GALUR;HAPUS APLIKASI PINJOL DAN JUDI SLOT;Usulan Kegiatan;Divalidasi
303;1;GALUR SELATAN;GALUR;BANTUAN UNTUK LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
304;1;RAWA TENGAH;GALUR;PERMUDAH UNTUK REFIL APAR DI SETIAP RW;Usulan Kegiatan;Divalidasi
305;1;MENTENG JAYA;MENTENG;MOHON DIKAJI ULANG UNTUK PENERIMAAN SISWA BARU (PPDB);Saran;Divalidasi
306;1;MENTENG TANGGULUN;MENTENG;MENYEDIAKAN LAPANGAN UNTUK SENAM;Usulan Kegiatan;Divalidasi
307;1;JL. MENTENG JAYA NO.7A;MENTENG;PERBANYAK LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
308;1;MENTENG TANGGULUN;MENTENG;SEMBAKO MURAH;Usulan Kegiatan;Divalidasi
309;1;MENTENG TANGGULUN;MENTENG;MOHON DIBUATKAN RPTRA DI RW.10;Usulan Kegiatan;Divalidasi
310;1;MENTENG TANGGULUN;MENTENG;MOHON PERBAIKI JALAN DI PINGGIR KALI Y;Usulan Kegiatan;Divalidasi
311;1;JL HARAPAN MULYA X;HARAPAN MULIA;KJP JANGAN DIPERSULIT;Usulan Kegiatan;Divalidasi
312;1;JL. HARAPAN MULYA I;HARAPAN MULIA;DISEDIAKAN APAR DIMASING2X RT;Usulan Kegiatan;Divalidasi
313;1;JL. HARAPAN MULIA VI;HARAPAN MULIA;CIPTAKAN LAPANGAN KERJA SEBANYAK -BANYAKNYA;Usulan Kegiatan;Divalidasi
314;1;JL. HARAPAN MULYA V NO.37C;HARAPAN MULIA;INGIN MENDAPATKAN BAESISWA KULIAH;Usulan Kegiatan;Divalidasi
315;1;HARAPAN MULIA X NO.2;HARAPAN MULIA;PELATIHAN UMKM DIUSAHAKAN PERKECAMATAN;Usulan Kegiatan;Divalidasi
316;1;JL. D GANG KARANG ANYAR 11;KARANG ANYAR;KENAPA PENGAMBILAN SEMBAKO LEBIH SULIT;Tanggapan;Divalidasi
317;1;JL. D GANG 7A;KARANG ANYAR;DIPERMUDAH PEMBUATAN SERTIFIKAT TANAH;Usulan Kegiatan;Divalidasi
318;1;JL. D. KARANG ANYAR GANG 7B;KARANG ANYAR;LOWONGAN KERJA UNTUK S1 HUKUM;Usulan Kegiatan;Divalidasi
319;1;KR. ANYAR JL.D GG IV;KARANG ANYAR;MENDAPATKAN MODAL USAHA;Usulan Kegiatan;Divalidasi
320;1;JL. D GG. 7B;KARANG ANYAR;SEMBAKO MURAH;Usulan Kegiatan;Divalidasi
321;1;JL. D KARANG ANYAR;KARANG ANYAR;PEMBERLAKUAN SIM SEUMUR HIDUP;Tanggapan;Divalidasi
322;1;JL. KARANG ANYAR;KARANG ANYAR;PELATIHAN SIM A DIWILAYAH KAMI BELUM TERALISASI;Usulan Kegiatan;Divalidasi
323;1;JL. A. GG II NO.1 KRANYAR;KARANG ANYAR;KARTU LANSIA CEPAT KELUARNYA;Usulan Kegiatan;Divalidasi
324;1;JL. KEMAYORAN BARAT III;KEMAYORAN;DIBUTUHKAN GEROBAK UNTUK PENUNJANG DAGANGAN;Usulan Kegiatan;Divalidasi
325;1;JL. KEMAYORAN BARAT III;KEMAYORAN;MOHON UNTUK BANSOS PKH,LANSIA HARUS TEPAT SASARAN;Usulan Kegiatan;Divalidasi
326;1;GARDU ASEM;KEMAYORAN;JL. KEPU TIMUR GARUDA BANYAK PARKIR LIAR MOHON DITERTIBKAN;Usulan Kegiatan;Divalidasi
327;1;JL. KEMAYORAN BARAT X;KEMAYORAN;PAM DIWILAYAH RW.06 SERING MATI;Usulan Kegiatan;Divalidasi
328;1;JL. KEMAYORAN BARAT X;KEMAYORAN;TEBUS SEMBAKO MURAH DIPERMUDAH;Usulan Kegiatan;Divalidasi
329;1;JL. KEMAYORAN BARAT IX;KEMAYORAN;MENSEJAHTERAKAN OP DASAWISMA DENGAN MENAIKAN OP;Usulan Kegiatan;Divalidasi
330;1;JL. KEMAYORAN BARAT;KEMAYORAN;MOHON UNTUK SEGERA REVITALISASI PASAR GARDU ASEM KARENA BANGUNAN PASAR SUDAH TIDAK LAYAK;Usulan Kegiatan;Divalidasi
331;1;JL. KP RAWA SELATAN II;KAMPUNG RAWA;PASAR TRADISIONAL HARUS BEBAS DARI BAHAN PENGAWET;Usulan Kegiatan;Divalidasi
332;1;JL. KP RAWA SELATAN III;KAMPUNG RAWA;DIADAKAN SEMBAKO MURAH;Usulan Kegiatan;Divalidasi
333;1;JL. KP RAWA SELATAN II;KAMPUNG RAWA;UNTUK INFORMASI LOWONGAN PEKERJAAN TIDAK SAMPAI KE MASYARAKAT PALING BAWAH (WARGA) MOHON UNTUK TIDAK DIMONOPOLI OLEH PIHAK KELURAHAN DAN RW SAJA;Saran;Divalidasi
334;1;JL RAWA SELATAN II;KAMPUNG RAWA;MOHON DIBANTU AGAR DIPERMUDAH DALAM MENDAPATKAN BANTUAN DANA USAHA UNTUK PELAKU USAHA UMKM;Usulan Kegiatan;Divalidasi
335;1;JL. RAWA 3;KAMPUNG RAWA;"1. REMAJA YANG BARU LULUS SEKOLAH SMA SULIT MENDAPATKAN PEKERJAAN DAN  
2. PEKERJAAN PPSU DLL BANYAK DI DUITIN (Pungli) OLEH PARA ASN KELURAHAN KHUSUSNYA DIKELURAHAN KAMPUNG RAWA PIHAK KELURAHAN ASN MINTA UANG AGAR BISA MENJADI PPSU";Usulan Kegiatan;Divalidasi
336;1;JL RAWA SELATAN II NO.14;KAMPUNG RAWA;KLJ ( KARTU LANSIA JAKARAT ) KHUSUS DI KAMPUNG RAWA BANYAK YANG BELUM DAPAT;Tanggapan;Divalidasi
337;1;JL. RAWA SELATAN III NO.18;KAMPUNG RAWA;AIR PAM MATI DI RT.005 RW.005 JL KAMPUNG RAWA SELATAN III;Usulan Kegiatan;Divalidasi
338;1;JL. RAWA SELATAN III NO.18;KAMPUNG RAWA;PERBANYAK PELATIHAN KERJA SERTA INFORMASINYA;Usulan Kegiatan;Divalidasi
339;1;JL. RAWA SELATAN III NO.36;KAMPUNG RAWA;PERHATIKAN KESEJAHTERAAN GURU HONOR;Usulan Kegiatan;Divalidasi
340;1;JL. RAWA SELATAN III NO.17;KAMPUNG RAWA;HARGA SEMBAKO MURAH TERUTAMA BERAS;Usulan Kegiatan;Divalidasi
341;1;RAWA SELATAN 3;KAMPUNG RAWA;AGAR FKDM BISA TEBUS MURAH SEMBAKO;Usulan Kegiatan;Divalidasi
342;1;RAWA SELATAN 2;KAMPUNG RAWA;PERBAIKI PAM JAYA YANG SELAMA INI AIRNYA KURANG;Usulan Kegiatan;Divalidasi
343;1;RAWA SELATAN IV;KAMPUNG RAWA;ANTRIAN KJP DAN KLJ YG DIBATASI, MOHON UNTUK DIPERBAIKI;Usulan Kegiatan;Divalidasi
344;1;KAMPUNG RAWA SELATAN 2 NO.56;KAMPUNG RAWA;MEMAKSIMALKAN PELAYANAN TRANSPORTASI UMUM UNTUK MENGURANGI KEMACETAN;Usulan Kegiatan;Divalidasi
345;1;KEBON KACANG III NO.80;KEBON KACANG;HARGA SEMBAKO AGAR MURAH DAN DAPAT DIJANGKAU MASYARAKAT;Saran;Divalidasi
346;1;KAMPUNG IRIAN I GG 15;SERDANG;PEMERATAAN DAN DIMUDAHKAN DALAM MENDAPATKAN KJP;Usulan Kegiatan;Divalidasi
347;1;PASAR SENEN DALAM IV;SENEN;BANTUAN SOSIAL HARUS SESUAI TEPAT SASARAN;Usulan Kegiatan;Divalidasi
348;1;KAWAH SAWAH 4 GG GEDUNG 8;KAMPUNG RAWA;DIBUKANYA LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
349;1;MATRAMAN DALAM 1;PEGANGSAAN;PELAKU UMKM DIMUDAHKAN DALAM MENDAPATKAN MODAL;Usulan Kegiatan;Divalidasi
350;1;CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;KARANG TARUNA REMAJA LEBIH DIDUKUNG LAGI;Saran;Divalidasi
351;1;CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;PEMBERIAN BANSOS SUSAH DAN DIPERSULIT DAN BANYAK YANG TIDAK LENGKAP (KOSONG);Saran;Divalidasi
352;1;CEMPAKA WARNA;CEMPAKA PUTIH TIMUR;PROGRAM UMKM MILENIAL HARUS LEBIH DITINGKATKAN;Usulan Kegiatan;Divalidasi
353;1;JL. KARET PASAR BARU I;KARET TENGSIN;HARAPANNYA PEMUDA KARANG TARUNA DAPAT DIBUKAKAN / KEMUDAHAN UNTUK MENDAPATKAN LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
354;1;PETAMBURAN 2;PETAMBURAN;PENGERUKAN GOT DI GANG KECIL;Usulan Kegiatan;Divalidasi
355;1;MARDANI RAYA;CEMPAKA PUTIH BARAT;DIBUKAKANNYA LAPANGAN PEKERJAAN;Usulan Kegiatan;Divalidasi
356;1;CEMPAKA I;CEMPAKA PUTIH BARAT;AGAR DIBERIKAN BANTUAN MODAL USAHA;Usulan Kegiatan;Divalidasi
357;1;KEMAYORAN UTARA NO.8;KEMAYORAN;PENEBUSAN BAHAN PANGAN BERSUBSIDI JANGAN DIPERSULIT DAN ANTRIAN PANJANG;Saran;Divalidasi
358;1;RUSUN BOING;KEBON KOSONG;DIBUKANYA AKSES USAHA YANG BERKESINAMBUNGAN;Usulan Kegiatan;Divalidasi
359;1;MENTENG JAYA;MENTENG;KENDARAAN OPERASIONAL JIKA ADA MUSIBAH;Usulan Kegiatan;Divalidasi
360;1;MATRAMAN DALAM 1;PEGANGSAAN;DIBERLAKUKANNYA PERDA SYARIAH;Saran;Divalidasi
361;1;Jl. Cempaka Putih Barat;CEMPAKA PUTIH BARAT;Bantuan untuk pedagang UMKM;Usulan Kegiatan;Divalidasi
362;1;Jl. Cempaka Putih Barat;CEMPAKA PUTIH BARAT;Pelatihan untuk memandikan jenazah di masjid raya Tamiussoleh;Usulan Kegiatan;Divalidasi
363;1;Jl. Cempaka Putih Barat No. 16;CEMPAKA PUTIH BARAT;Mohon lapangan pekerjaan bagi kita yang belum ada pekerjaan;Usulan Kegiatan;Divalidasi
364;1;Jl. Cempaka III;CEMPAKA PUTIH BARAT;Bantuan alat peraga untuk PAUD ( lemari, buku untuk paud ) dan honor guru PAUD;Usulan Kegiatan;Divalidasi
365;1;Jl. Cempaka Putih Barat No. 126;CEMPAKA PUTIH BARAT;Hadroh untuk remaja masjid Rt.01/02;Usulan Kegiatan;Divalidasi
366;1;Jl. Cempaka Putih Barat;CEMPAKA PUTIH BARAT;Digitalisasi E KTP lebih di sosialisasikan dan kemudahan dalam pembuatan KTP Elektronik;Usulan Kegiatan;Divalidasi
367;1;Jl. Cempaka I;CEMPAKA PUTIH BARAT;Mohon bantuan kenaikan op PKK rw.01-rw.13;Usulan Kegiatan;Divalidasi
368;1;Jl. Cempaka I No. 11;CEMPAKA PUTIH BARAT;Bantuan alat hadroh untuk MT Fathul Khoir CPB;Usulan Kegiatan;Divalidasi
369;1;Jl. Cempaka Putih Barat;CEMPAKA PUTIH BARAT;Minta bantuan portal di Jl. Cempaka 2, letak lokasi di wilayah rt.02 untuk mencegah curanmor;Usulan Kegiatan;Divalidasi
370;1;Jl. Mardani Raya No. 22A;CEMPAKA PUTIH BARAT;Mohon pengadaan tempat sampah di wilayah Rt.04/09 agar tidak ada sampah tercecer sembarangan di jalan;Usulan Kegiatan;Divalidasi
371;1;Jl. Mardani Raya Gg. Cendana No. 22;CEMPAKA PUTIH BARAT;Pompa air di wilayah kami rusak,kebutuhan untuk menyiram tanaman mohon perbaikan;Usulan Kegiatan;Divalidasi
372;1;Jl. Cempaka II No. 3;CEMPAKA PUTIH BARAT;Tolong diadakan pelatihan untuk para ibu-ibu seperti menjahit dan bikin kue;Usulan Kegiatan;Divalidasi
373;1;Jl. Cempaka I No. 7;CEMPAKA PUTIH BARAT;Untuk pos lansia mohon bantuan alat pemeriksaan cek darah dan tensi meter;Usulan Kegiatan;Divalidasi
374;1;Jl. CPB XIV A 22;CEMPAKA PUTIH BARAT;Mohon perhatikan honor marbot musolla Nurul Islam CPB Gg. Mantri rt.03/09;Usulan Kegiatan;Divalidasi
375;1;Jl. Mardani III No. 27;CEMPAKA PUTIH BARAT;Mohon sering diadakan pemeriksaan kesehatan gratis untuk lansia;Usulan Kegiatan;Divalidasi
376;1;Jl. CPB 19 No. E25 Komp. SekNeg;CEMPAKA PUTIH BARAT;Mohon penertiban pembuangan sampah yang sering taruh sembarangan numpuk di pinggir jalan;Usulan Kegiatan;Divalidasi
377;1;Jl. Cempaka Putih Barat;CEMPAKA PUTIH BARAT;Normalisasi got-got yang terletak di rt.14 dan rt.01 rw.05 CPB belum di TL sedangkan pengajuan sudah lama;Usulan Kegiatan;Divalidasi
